,year,description,period,current_country,country
1135,1398,Zhu Yunwen becomes the Jianwen Emperor,14th century,China,Sui
1136,1398,"The Jianwen Emperor eliminates the princedoms of Zhu Gui, Zhu Bo, Zhu Fu, and Zhu Pian",14th century,China,Sui
1137,1398,Last recorded instance of human sacrifice in China,14th century,China,Sui
1138,1399,The Jianwen Emperor returns Zhu Di's sons,14th century,China,Sui
1139,1399,A military official seizes two of Zhu Di's junior officials on the charge of sedition,14th century,China,Sui
1140,1399,Jingnan Campaign: Zhu Di launches an offensive on neighboring counties,14th century,China,Sui
1141,1399,"Jingnan Campaign: Zhu Di defeats a 130,000 strong army sent by the Jianwen Emperor",14th century,China,Sui
1142,1399,Jingnan Campaign: The Jianwen Emperor's forces lay siege to Beiping but are forced to retreat three weeks later,14th century,China,Sui
1143,1400,Jingnan Campaign: Zhu Di invades Shanxi,15th century,China,Sui
1144,1400,Jingnan Campaign: Zhu Di's forces deal heavy casualties upon the imperial army,15th century,China,Sui
1145,1400,Jingnan Campaign: Zhu Di lays siege to Dezhou,15th century,China,Sui
1146,1400,Jingnan Campaign: Zhu Di lifts the siege of Dezhou and returns to Beiping,15th century,China,Sui
1147,1401,"Jingnan Campaign: Zhu Di's forces fall to explosives and suffer heavy casualties in Shandong, forcing their retreat",15th century,China,Sui
1148,1401,Jingnan Campaign: Zhu Di's forces deal a heavy defeat to the imperial army near Dezhou,15th century,China,Sui
1149,1401,Jingnan Campaign: The imperial army forces Zhu Di to retreat north to Beiping,15th century,China,Sui
1150,1401,The Jianwen Emperor restricts the size of Buddhist and Taoist landholdings,15th century,China,Sui
1151,1401,Jingnan Campaign: Imperial forces are expelled from the Beiping region,15th century,China,Sui
1152,1402,Jingnan Campaign: Zhu Di conquers northwestern Shandong,15th century,China,Sui
1153,1402,Jingnan Campaign: Zhu Di takes Xuzhou,15th century,China,Sui
1154,1402,Jingnan Campaign: Zhu Di defeats imperial troops in Suzhou,15th century,China,Sui
1155,1402,Jingnan Campaign: Zhu Di is repulsed by imperial troops in Anhui,15th century,China,Sui
1156,1402,Jingnan Campaign: Zhu Di defeats imperial forces at Lingbi,15th century,China,Sui
1157,1402,Jingnan Campaign: Zhu Di's forces cross the Huai River,15th century,China,Sui
1158,1402,Jingnan Campaign: Zhu Di takes Yangzhou,15th century,China,Sui
1159,1402,Jingnan Campaign: Zhu Di is stopped at the Changjiang across from Nanjing,15th century,China,Sui
1160,1402,Jingnan Campaign: Assistant chief commissioner Chen Xuan defects to Zhu Di and rebel forces cross the Changjiang,15th century,China,Sui
1161,1402,Jingnan Campaign: Zhu Hui opens the Jinchuan Gate of Nanjing to lets Zhu Di in without a fight; the Jianwen Emperor disappears and his family is incarcerated,15th century,China,Sui
1162,1402,Zhu Di ascends the throne as the Yongle Emperor,15th century,China,Sui
1163,1402,The Yongle Emperor commissions the Yongle Encyclopedia,15th century,China,Sui
1164,1403,"The Yongle Emperor designates Beiping the ""Northern Capital"", Beijing",15th century,China,Sui
1165,1403,The Yongle Emperor settles loyal Uriankhai near Daning,15th century,China,Sui
1166,1403,"Treasure voyages: Orders are issued for the construction of 200 ""seagoing transport ships""",15th century,China,Sui
1167,1403,The Yongle Emperor creates the Jianzhou Guard,15th century,China,Sui
1168,1403,"Japanese missions to Ming China: Ashikaga Yoshimitsu sends an embassy to the Ming dynasty declaring himself ""your subject, the King of Japan"", and receives trading privileges",15th century,China,Sui
1169,1404,"Treasure voyages: Orders are issued for the construction of 50 ""seagoing ships""",15th century,China,Sui
1170,1404,Engke Temiir of Kara Del receives the title of prince from the Ming court,15th century,China,Sui
1171,1404,Trần Thiêm Bình arrives in Nanjing and requests the Ming dynasty to restore him to the throne of the Trần dynasty,15th century,China,Sui
1172,1404,Tamerlane launches an invasion of the Ming dynasty but dies on the way,15th century,China,Sui
1173,1404,Empirewide imperial examinations are resumed,15th century,China,Sui
1174,1404,"10,000 households from Shanxi are relocated to Beijing",15th century,China,Sui
1175,1405,"Treasure voyages: Zheng He and 27,800 men depart from Nanjing on 255 ships, of which 62 are treasure ships, ""bearing imperial letters to the countries of the Western Ocean and with gifts to their kings of gold brocade, patterned silks, and colored silk gauze, according to their status.""",15th century,China,Sui
1176,1405,Construction of new palace buildings in Beijing begins,15th century,China,Sui
1177,1406,Trần Thiêm Bình and his Ming escort are ambushed and killed while crossing into Lạng Sơn,15th century,China,Sui
1178,1406,Ming–Hồ War: Ming forces invade Đại Ngu,15th century,China,Sui
1179,1406,Ming–Hồ War: Ming forces capture Đa Bang and Thăng Long,15th century,China,Sui
1180,1406,"Treasure voyages: Treasure fleet visits Malacca and Java before heading up the Straits of Malacca to Aru, Samudera Pasai Sultanate, and Lambri, where the people are described as ""very honest and genuine,"" and from there 3 days to the Andaman Islands, and then 8 more days to the west coast of Ceylon where the king reacts with hostility. The fleet departs for Calicut, which is described as ""the Great country of the Western Ocean""",15th century,China,Sui
1181,1407,"Treasure voyages: Treasure fleet defeats Chen Zuyi's pirate fleet at Palembang and installs Shi Jinqing as ""grand chieftain ruling over the native people of that place""",15th century,China,Sui
1182,1407,Ming–Hồ War: Hồ Quý Ly's counteroffensive against Ming forces fails,15th century,China,Sui
1183,1407,"Deshin Shekpa, 5th Karmapa Lama arrives in Nanjing to perform religious ceremonies",15th century,China,Sui
1184,1407,Ming–Hồ War: Hồ Quý Ly and his son are captured and sent to Nanjing,15th century,China,Sui
1185,1407,Fourth Chinese domination of Vietnam: The Yongle Emperor announces the formal incorporation of Jiaozhi into the Ming dynasty,15th century,China,Sui
1186,1407,Treasure voyages: Treasure fleet arrives back at Nanjing,15th century,China,Sui
1187,1407,"Treasure voyages: Wang Hao is ordered to refit 249 ""sea transport ships"" in ""preparation for embassies to the countries of the Western Ocean""",15th century,China,Sui
1188,1407,Treasure voyages: The Yongle Emperor issues orders for the second voyage and to confer formal investiture on the king of Calicut,15th century,China,Sui
1189,1407,Treasure voyages: A eunuch Grand Director departs with an imperial letter for the king of Champa,15th century,China,Sui
1190,1407,"Treasure voyages: Zheng He departs with a fleet of 249 ships and takes a route similar to the first voyage with the addition of stops at Jiayile, Abobadan, Ganbali, Quilon, and Cochin",15th century,China,Sui
1191,1407,The Yongle Encyclopedia is completed,15th century,China,Sui
1192,1407,"Ironwood wadding is added to Ming cannons, increasing their effectiveness.",15th century,China,Sui
1193,1408,Treasure voyages: Orders for the construction of 48 treasure ships are issued from the Ministry of Works in Nanjing,15th century,China,Sui
1194,1408,"Fourth Chinese domination of Vietnam: Ming troops seize 13,600,000 tons of rice; 235,900 cattles and livestock and vast amounts of materials in Vietnam",15th century,China,Sui
1195,1408,Fourth Chinese domination of Vietnam: Trần Ngỗi rebels in Jiaozhi,15th century,China,Sui
1196,1409,Treasure voyages: Orders are issued for the third voyage,15th century,China,Sui
1197,1409,Treasure voyages: The Galle Trilingual Inscription is produced,15th century,China,Sui
1198,1409,Oirats receives princely titles from the Ming court,15th century,China,Sui
1199,1409,Treasure voyages: Treasure fleet returns to China,15th century,China,Sui
1200,1409,Battle of Kherlen: Ming forces are defeated by Öljei Temür Khan,15th century,China,Sui
1201,1409,"Treasure voyages: Zheng He departs with 27,000 men, taking the usual route",15th century,China,Sui
1202,1409,Fourth Chinese domination of Vietnam: Ming forces capture Trần Ngỗi but Trần Quý Khoáng becomes leader of the rebels,15th century,China,Sui
1203,1410,First Mongol Campaign: The Yongle Emperor defeats Öljei Temür Khan on the banks of the Onon River,15th century,China,Sui
1204,1410,First Mongol Campaign: Ming forces defeat Arughtai east of the Greater Khingan and withdraw to Nanjing,15th century,China,Sui
1205,1410,Ming–Kotte War: Treasure fleet lands at Galle in Ceylon and captures King Vijayabahu VI of the Kingdom of Gampola,15th century,China,Sui
1206,1411,Dredging and reconstruction of the Grand Canal begins,15th century,China,Sui
1207,1411,Treasure voyages: Treasure fleet returns to Nanjing,15th century,China,Sui
1208,1411,The Yongle Emperor sends Yishiha to explore northern Manchuria,15th century,China,Sui
1209,1411,Ashikaga Yoshimochi refuses the Yongle Emperor's request to suppress Japanese pirates,15th century,China,Sui
1210,1412,Treasure voyages:The Yongle Emperor issues orders for the fourth voyage,15th century,China,Sui
1211,1412,Shells are used as ammunition in the Ming dynasty.,15th century,China,Sui
1212,1413,"Treasure voyages: Zheng He departs from Nanjing and takes the usual route with the addition of 4 new destinations: the Maldives, Bitra, Chetlat Island, and Hormuz, which is given the following description: ""Foreign ships from every place, together with foreign merchants traveling by land, all come to this territory in order to gather together and buy and sell, and therefore the people of this country are all rich""",15th century,China,Sui
1213,1413,Lopön Chenpo Gushri Lodrö Gyaltsen visits Nanjing,15th century,China,Sui
1214,1413,Yongning Temple Stele: Ming dynasty sends Yishiha to the Nurgan Regional Military Commission to create postal stations and spread Buddhism,15th century,China,Sui
1215,1414,Fourth Chinese domination of Vietnam: Trần Quý Khoáng is captured,15th century,China,Sui
1216,1414,"Second Mongol Campaign: Ming forces engage Oirats at the Tuul River, suffering heavy casualties, but ultimately prevail through the use of heavy cannon bombardments",15th century,China,Sui
1217,1414,Chöje Shakya Yeshe visits Nanjing,15th century,China,Sui
1218,1415,"Treasure voyages: Treasure fleet captures Sekandar, a rebel against Zain al-'Abidin, king of the Samudera Pasai Sultanate",15th century,China,Sui
1219,1415,The Grand Canal is reconstructed,15th century,China,Sui
1220,1415,Treasure voyages: Treasure fleet arrives back in Nanjing,15th century,China,Sui
1221,1415,Treasure voyages: Zheng He's colleague is sent on a mission bearing gifts to Bengal,15th century,China,Sui
1222,1416,Treasure voyages: The Yongle Emperor bestows gifts upon ambassadors from 18 countries,15th century,China,Sui
1223,1416,Treasure voyages: The Yongle Emperor issues orders for the fifth voyage,15th century,China,Sui
1224,1417,Lam Sơn uprising: Lê Lợi leads an insurrection against the Ming dynasty,15th century,China,Sui
1225,1417,"Treasure voyages: Zheng He departs China taking the previous route to Hormuz, and then Aden, Mogadishu, Barawa, Zhubu, and Malindi",15th century,China,Sui
1226,1419,Treasure voyages: Treasure fleet returns to China,15th century,China,Sui
1227,1419,Treasure voyages: Ambassadors present exotic animals to the Ming court including a giraffe imported from Somalia by Bengalis,15th century,China,Sui
1228,1419,Treasure voyages: Orders are issued for the construction of 41 treasure ships,15th century,China,Sui
1229,1419,"During the Lantern Festival, the Ming imperial palace puts on a display of pyrotechnics involving rockets running along wires which light up lanterns, illuminating the palace.",15th century,China,Sui
1230,1420,Forbidden City: Construction of the Altar of Heaven is completed,15th century,China,Sui
1231,1420,Beijing officially becomes the capital of the Ming dynasty,15th century,China,Sui
1232,1421,"Treasure voyages: Orders are issued for the sixth voyage and envoys from 16 countries including Hormuz are given gifts of paper and coin money, and ceremonial robes and linings",15th century,China,Sui
1233,1421,Treasure voyages: The Yongle Emperor orders the suspension of the treasure voyages,15th century,China,Sui
1234,1421,"Treasure voyages: Orders are issued to Zheng He to provide Hong Bao and envoys from 16 countries passage back to their countries; the treasure fleet takes its usual route to Ceylon where it splits up and heads for the Maldives, Hormuz, and the Arabian states of Djofar, Lasa, and Aden, and the two African states of Mogadishu and Barawa; Zheng He visits Ganbali",15th century,China,Sui
1235,1422,Treasure voyages: Treasure fleet regroups at Samudera Pasai Sultanate and visit Siam before heading back to China,15th century,China,Sui
1236,1422,Third Mongol Campaign: Ming forces are dispatched against Arughtai but fail to engage him in combat and return to Beijing,15th century,China,Sui
1237,1422,"Treasure voyages: Treasure fleet returns to China bringing envoys from Siam, Samudera Pasai Sultanate, and Aden",15th century,China,Sui
1238,1423,Fourth Mongol Campaign: The Yongle Emperor launches an offensive against Arughtai only to find out he had already been defeated by the Oirats,15th century,China,Sui
1239,1424,"Treasure voyages: Zheng He is sent on a diplomatic mission to Palembang to confer ""a gauze cap, a ceremonial robe with floral gold woven into gold patterns in the silk, and a silver seal"" on Shi Jinqing's son Shi Jisun",15th century,China,Sui
1240,1424,Fifth Mongol Campaign: The Yongle Emperor leads an expedition against the remnants of Arughtai's horde but fails to find them,15th century,China,Sui
1241,1424,The Yongle Emperor dies,15th century,China,Sui
